Probe.Set.ID	UniGene.ID	Gene.Title	Gene.Symbol	RefSeq.Transcript.ID
211942_x_at	Hs.546356	ribosomal protein L13a /// similar to ribosomal protein L13a; 60S ribosomal protein L13a; 23 kD highly basic protein /// similar to ribosomal protein L13a; 60S ribosomal protein L13a; 23 kD highly basic protein	RPL13A /// LOC283340 /// LOC387930	NM_012423 /// XM_208072 /// XM_370727 
211943_x_at	Hs.374596	tumor protein, translationally-controlled 1	TPT1	NM_003295 
211944_at	Hs.494614	BAT2 domain containing 1	BAT2D1	NM_015172 
211945_s_at	Hs.429052	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	ITGB1	NM_002211 /// NM_033666 /// NM_033667 /// NM_033668 /// NM_033669 /// NM_133376 
211946_s_at	Hs.494614	BAT2 domain containing 1	BAT2D1	NM_015172 
211947_s_at	Hs.494614	BAT2 domain containing 1	BAT2D1	NM_015172 
211948_x_at	Hs.494614	BAT2 domain containing 1	BAT2D1	NM_015172 
211949_s_at	Hs.523238	nucleolar and coiled-body phosphoprotein 1	NOLC1	NM_004741 
211950_at	Hs.148078	retinoblastoma-associated factor 600	RBAF600	NM_020765 
211951_at	Hs.523238	nucleolar and coiled-body phosphoprotein 1	NOLC1	NM_004741 
211952_at	Hs.513057	RAN binding protein 5	RANBP5	NM_002271 
211953_s_at	Hs.513057	RAN binding protein 5	RANBP5	NM_002271 
211954_s_at	Hs.513057	RAN binding protein 5	RANBP5	NM_002271 
211955_at	Hs.513057	RAN binding protein 5	RANBP5	NM_002271 
211956_s_at	Hs.150580	eukaryotic translation initiation factor 1	EIF1	NM_005801 
211958_at	Hs.369982	insulin-like growth factor binding protein 5	IGFBP5	NM_000599 
211959_at	Hs.369982	insulin-like growth factor binding protein 5	IGFBP5	NM_000599 
211960_s_at	Hs.15738	RAB7, member RAS oncogene family	RAB7	NM_004637 
211961_s_at	Hs.15738	RAB7, member RAS oncogene family	RAB7	NM_004637 
211962_s_at	Hs.85155	zinc finger protein 36, C3H type-like 1	ZFP36L1	NM_004926 
211963_s_at	Hs.518609	actin related protein 2/3 complex, subunit 5, 16kDa	ARPC5	NM_005717 
211964_at	Hs.508716	collagen, type IV, alpha 2	COL4A2	NM_001846 
211965_at	Hs.85155	zinc finger protein 36, C3H type-like 1	ZFP36L1	NM_004926 
211966_at	Hs.508716	collagen, type IV, alpha 2	COL4A2	NM_001846 
211967_at	Hs.503709	pro-oncosis receptor inducing membrane injury gene	PORIMIN	NM_052932 
211968_s_at	Hs.523560	heat shock 90kDa protein 1, alpha	HSPCA	NM_001017963 /// NM_005348 
211969_at	Hs.525600	heat shock 90kDa protein 1, alpha	HSPCA	NM_001017963 /// NM_005348 
211970_x_at	Hs.514581	actin, gamma 1	ACTG1	NM_001614 
211971_s_at	Hs.368084	leucine-rich PPR-motif containing	LRPPRC	NM_133259 
211972_x_at	Hs.448226	ribosomal protein, large, P0	RPLP0	NM_001002 /// NM_053275 
211973_at	Hs.188882	Nudix (nucleoside diphosphate linked moiety X)-type motif 3	NUDT3	NM_006703 
211974_x_at	Hs.479396	recombining binding protein suppressor of hairless (Drosophila)	RBPSUH	NM_005349 /// NM_015874 /// NM_203283 /// NM_203284 
211975_at	Hs.436204	zinc finger protein 289, ID1 regulated	ZNF289	NM_032389 
211976_at	Hs.485155	Ribosomal protein L35	RPL35	NM_007209 
211977_at	Hs.555968	G protein-coupled receptor 107	GPR107	NM_020960 
211978_x_at	Hs.356331	peptidylprolyl isomerase A (cyclophilin A)	PPIA	NM_021130 /// NM_203430 /// NM_203431 
211979_at	Hs.555968	G protein-coupled receptor 107	GPR107	NM_020960 
211980_at	Hs.17441	collagen, type IV, alpha 1	COL4A1	NM_001845 
211981_at	Hs.17441	collagen, type IV, alpha 1	COL4A1	NM_001845 
211982_x_at	Hs.460468	exportin 6	XPO6	NM_015171 
211983_x_at	Hs.514581	actin, gamma 1	ACTG1	NM_001614 
211984_at	Hs.282410	calmodulin 1 (phosphorylase kinase, delta)	CALM1	NM_006888 
211985_s_at	Hs.282410	calmodulin 1 (phosphorylase kinase, delta)	CALM1	NM_006888 
211986_at	Hs.502756	AHNAK nucleoprotein (desmoyokin)	AHNAK	NM_001620 /// NM_024060 
211987_at	Hs.475733	topoisomerase (DNA) II beta 180kDa	TOP2B	NM_001068 
211988_at	Hs.463010	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	SMARCE1	NM_003079 
211989_at	Hs.463010	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	SMARCE1	NM_003079 
211990_at	Hs.347270	major histocompatibility complex, class II, DP alpha 1	HLA-DPA1	NM_033554 
211991_s_at	Hs.347270	major histocompatibility complex, class II, DP alpha 1	HLA-DPA1	NM_033554 
211992_at	Hs.504432	WNK lysine deficient protein kinase 1 /// WNK lysine deficient protein kinase 1	WNK1	NM_018979 
211993_at	Hs.504432	WNK lysine deficient protein kinase 1 /// WNK lysine deficient protein kinase 1	WNK1	NM_018979 
211994_at	Hs.524171	RAD52 homolog (S. cerevisiae) /// RAD52 homolog (S. cerevisiae)	RAD52	NM_002879 /// NM_134422 /// NM_134423 /// NM_134424 
211995_x_at	Hs.514581	actin, gamma 1	ACTG1	NM_001614 
211996_s_at	Hs.546552	KIAA0220-like protein /// hypothetical gene LOC283846 /// hypothetical protein 348162 /// PI-3-kinase-related kinase SMG-1 pseudogene /// similar to the PI-3-kinase-related kinase SMG-1 family pseudogene 2	LOC23117 /// DKFZp547E087 /// LOC348162 /// LOC440354 /// LOC613037	NR_002473 /// NR_002555 /// XM_290670 /// XM_496132 
211997_x_at	Hs.180877	H3 histone, family 3B (H3.3B)	H3F3B	NM_005324 
211998_at	Hs.180877	H3 histone, family 3B (H3.3B)	H3F3B	NM_005324 
211999_at	Hs.180877	H3 histone, family 3B (H3.3B)	H3F3B	NM_005324 
212000_at	Hs.515271	splicing factor, arginine/serine-rich 14	SFRS14	NM_001017392 /// NM_014884 
212001_at	Hs.515271	Splicing factor, arginine/serine-rich 14	SFRS14	NM_001017392 /// NM_014884 
212002_at	Hs.252967	chromosome 1 open reading frame 144	C1orf144	NM_015609 
212003_at	Hs.252967	chromosome 1 open reading frame 144	C1orf144	NM_015609 
212004_at	Hs.252967	chromosome 1 open reading frame 144	C1orf144	NM_015609 
212005_at	Hs.252967	chromosome 1 open reading frame 144	C1orf144	NM_015609 
212006_at	Hs.350806	UBX domain containing 2	UBXD2	NM_014607 
212007_at	Hs.350806	UBX domain containing 2	UBXD2	NM_014607 
212008_at	Hs.350806	UBX domain containing 2	UBXD2	NM_014607 
212009_s_at	Hs.337295	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	STIP1	NM_006819 
212010_s_at	Hs.518265	hypothetical protein H41	H41	NM_017548 
212012_at	Hs.332197	peroxidasin homolog (Drosophila)	PXDN	XM_056455 
212013_at	Hs.332197	peroxidasin homolog (Drosophila)	PXDN	XM_056455 
212014_x_at	Hs.502328	CD44 antigen (homing function and Indian blood group system)	CD44	NM_000610 /// NM_001001389 /// NM_001001390 /// NM_001001391 /// NM_001001392 
212015_x_at	Hs.172550	polypyrimidine tract binding protein 1	PTBP1	NM_002819 /// NM_031990 /// NM_031991 /// NM_175847 
212016_s_at	Hs.172550	polypyrimidine tract binding protein 1	PTBP1	NM_002819 /// NM_031990 /// NM_031991 /// NM_175847 
212017_at	Hs.534679	hypothetical protein LOC130074	LOC130074	NM_001009993 
212018_s_at	Hs.528354	ribosomal L1 domain containing 1	RSL1D1	NM_015659 
212019_at	Hs.528354	ribosomal L1 domain containing 1	RSL1D1	NM_015659 
212020_s_at	Hs.80976	antigen identified by monoclonal antibody Ki-67	MKI67	NM_002417 
212021_s_at	Hs.80976	antigen identified by monoclonal antibody Ki-67	MKI67	NM_002417 
212022_s_at	Hs.80976	antigen identified by monoclonal antibody Ki-67	MKI67	NM_002417 
212023_s_at	Hs.80976	antigen identified by monoclonal antibody Ki-67	MKI67	NM_002417 
212024_x_at	Hs.513984	flightless I homolog (Drosophila)	FLII	NM_002018 
212025_s_at	Hs.513984	flightless I homolog (Drosophila)	FLII	NM_002018 
212026_s_at	Hs.533985	exocyst complex component 7	EXOC7	NM_001013839 /// NM_015219 
212027_at	Hs.531106	RNA binding motif protein 25	RBM25	NM_021239 
212028_at	Hs.531106	RNA binding motif protein 25	RBM25	NM_021239 
212029_s_at	---	---	---	--- 
212030_at	Hs.531106	RNA binding motif protein 25	RBM25	NM_021239 
212031_at	Hs.531106	RNA binding motif protein 25	RBM25	NM_021239 
212032_s_at	Hs.515540	prostate tumor overexpressed gene 1	PTOV1	NM_017432 
212033_at	Hs.531106	RNA binding motif protein 25	RBM25	NM_021239 
212034_s_at	Hs.533985	exocyst complex component 7	EXOC7	NM_001013839 /// NM_015219 
212035_s_at	Hs.533985	exocyst complex component 7	EXOC7	NM_001013839 /// NM_015219 
212036_s_at	Hs.409965	pinin, desmosome associated protein	PNN	NM_002687 
212037_at	Hs.409965	pinin, desmosome associated protein	PNN	NM_002687 
212038_s_at	Hs.202085	voltage-dependent anion channel 1	VDAC1	NM_003374 
212039_x_at	Hs.561637	ribosomal protein L3	RPL3	NM_000967 /// NM_001033853 
212040_at	Hs.14894	trans-golgi network protein 2	TGOLN2	NM_006464 
212041_at	Hs.106876	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d isoform 1	ATP6V0D1	NM_004691 
212042_x_at	Hs.421257	ribosomal protein L7	RPL7	NM_000971 
212043_at	Hs.14894	trans-golgi network protein 2	TGOLN2	NM_006464 
212044_s_at	Hs.523463	Similar to 60S ribosomal protein L27a	---	XM_371853 
212045_at	Hs.201712	golgi apparatus protein 1	GLG1	NM_012201 
212046_x_at	Hs.861	mitogen-activated protein kinase 3	MAPK3	NM_002746 
212047_s_at	Hs.7158	ring finger protein 167	RNF167	NM_015528 
212048_s_at	Hs.213264	tyrosyl-tRNA synthetase	YARS	NM_003680 
212049_at	Hs.421622	WIRE protein	WIRE	NM_133264 
212050_at	Hs.421622	WIRE protein	WIRE	NM_133264 
212051_at	Hs.421622	WIRE protein	WIRE	NM_133264 
212052_s_at	Hs.155829	KIAA0676 protein	KIAA0676	NM_015043 /// NM_198868 
212053_at	Hs.370781	KIAA0251 protein	KIAA0251	NM_015027 
212054_x_at	Hs.155829	KIAA0676 protein	KIAA0676	NM_015043 /// NM_198868 
212055_at	Hs.558473	chromosome 18 open reading frame 10	C18orf10	NM_015476 
212056_at	Hs.461647	KIAA0182 protein	KIAA0182	NM_014615 
212057_at	Hs.461647	KIAA0182 protein	KIAA0182	NM_014615 
212058_at	Hs.529577	U2-associated SR140 protein	SR140	XM_031553 
212059_s_at	Hs.168073	transient receptor potential cation channel, subfamily C, member 4 associated protein	TRPC4AP	NM_015638 /// NM_199368 
212060_at	Hs.529577	U2-associated SR140 protein	SR140	XM_031553 
212061_at	Hs.529577	U2-associated SR140 protein	SR140	XM_031553 
212062_at	Hs.368002	ATPase, Class II, type 9A	ATP9A	NM_006045 
212063_at	Hs.502328	CD44 antigen (homing function and Indian blood group system)	CD44	NM_000610 /// NM_001001389 /// NM_001001390 /// NM_001001391 /// NM_001001392 
212064_x_at	Hs.23650	MYC-associated zinc finger protein (purine-binding transcription factor)	MAZ	NM_002383 
212065_s_at	Hs.468663	ubiquitin specific peptidase 34	USP34	NM_014709 
212066_s_at	Hs.468663	ubiquitin specific peptidase 34	USP34	NM_014709 
212067_s_at	Hs.524224	complement component 1, r subcomponent	C1R	NM_001733 
212068_s_at	Hs.495349	KIAA0515	KIAA0515	XM_497080 
212069_s_at	Hs.495349	KIAA0515	KIAA0515	XM_497080 
212070_at	Hs.513633	G protein-coupled receptor 56	GPR56	NM_005682 /// NM_201524 /// NM_201525 
212071_s_at	Hs.503178	spectrin, beta, non-erythrocytic 1	SPTBN1	NM_003128 /// NM_178313 
212072_s_at	Hs.446484	casein kinase 2, alpha 1 polypeptide	CSNK2A1	NM_001895 /// NM_177559 /// NM_177560 
212073_at	Hs.446484	casein kinase 2, alpha 1 polypeptide /// casein kinase 2, alpha 1 polypeptide pseudogene	CSNK2A1 /// CSNK2A1P	NM_001895 /// NM_177559 /// NM_177560 /// NR_002207 
212074_at	Hs.438072	unc-84 homolog A (C. elegans)	UNC84A	NM_025154 
212075_s_at	Hs.446484	casein kinase 2, alpha 1 polypeptide	CSNK2A1	NM_001895 /// NM_177559 /// NM_177560 
212076_at	Hs.258855	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	MLL	NM_005933 
212077_at	Hs.490203	caldesmon 1	CALD1	NM_004342 /// NM_033138 /// NM_033139 /// NM_033140 /// NM_033157 
212078_s_at	Hs.258855	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	MLL	NM_005933 
212079_s_at	Hs.258855	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	MLL	NM_005933 
212080_at	Hs.549245	Similar to CDNA sequence BC021608	LOC143941	XM_084672 
212081_x_at	Hs.436093	HLA-B associated transcript 2	BAT2	NM_004638 /// NM_080686 
212082_s_at	Hs.505705	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	MYL6	NM_021019 /// NM_079423 /// NM_079424 /// NM_079425 
212083_at	Hs.516087	testis expressed sequence 261	TEX261	NM_144582 
212084_at	Hs.516087	testis expressed sequence 261	TEX261	NM_144582 
212085_at	Hs.350927	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	SLC25A6	NM_001636 
212086_x_at	Hs.491359	lamin A/C	LMNA	NM_005572 /// NM_170707 /// NM_170708 
212087_s_at	Hs.3426	Era G-protein-like 1 (E. coli)	ERAL1	NM_005702 
212088_at	Hs.495471	peptidase (mitochondrial processing) alpha	PMPCA	NM_015160 
212089_at	Hs.491359	lamin A/C	LMNA	NM_005572 /// NM_170707 /// NM_170708 
212090_at	Hs.339697	glutamate receptor, ionotropic, N-methyl D-asparate-associated protein 1 (glutamate binding)	GRINA	NM_000837 /// NM_001009184 
212091_s_at	Hs.474053	collagen, type VI, alpha 1	COL6A1	NM_001848 
212092_at	Hs.147492	paternally expressed 10	PEG10	XM_496907 /// XM_499343 
212093_s_at	Hs.7946	mitochondrial tumor suppressor 1	MTUS1	NM_001001924 /// NM_001001925 /// NM_001001927 /// NM_001001931 /// NM_020749 
212094_at	Hs.147492	paternally expressed 10	PEG10	XM_496907 /// XM_499343 
212095_s_at	Hs.7946	mitochondrial tumor suppressor 1	MTUS1	NM_001001924 /// NM_001001925 /// NM_001001927 /// NM_001001931 /// NM_020749 
212096_s_at	Hs.7946	mitochondrial tumor suppressor 1	MTUS1	NM_001001924 /// NM_001001925 /// NM_001001927 /// NM_001001931 /// NM_020749 
212097_at	Hs.74034	caveolin 1, caveolae protein, 22kDa	CAV1	NM_001753 
212098_at	Hs.4988	hypothetical protein LOC151162	LOC151162	--- 
212099_at	Hs.502876	ras homolog gene family, member B	RHOB	NM_004040 
212100_s_at	Hs.505802	polymerase (DNA-directed), delta interacting protein 3	POLDIP3	NM_032311 /// NM_178136 
212101_at	Hs.470588	karyopherin alpha 6 (importin alpha 7)	KPNA6	NM_012316 
212102_s_at	Hs.470588	karyopherin alpha 6 (importin alpha 7)	KPNA6	NM_012316 
212103_at	Hs.470588	Karyopherin alpha 6 (importin alpha 7)	KPNA6	NM_012316 
212104_s_at	Hs.282998	RNA binding motif protein 9	RBM9	NM_001031695 /// NM_014309 
212105_s_at	Hs.191518	DEAH (Asp-Glu-Ala-His) box polypeptide 9	DHX9	NM_001357 /// NM_030588 
212106_at	Hs.484242	expressed in T-cells and eosinophils in atopic dermatitis	ETEA	NM_014613 
212107_s_at	Hs.191518	DEAH (Asp-Glu-Ala-His) box polypeptide 9	DHX9	NM_001357 /// NM_030588 
212108_at	Hs.484242	expressed in T-cells and eosinophils in atopic dermatitis	ETEA	NM_014613 
212109_at	Hs.513261	chromosome 16 open reading frame 34	C16orf34	NM_144570 
212110_at	Hs.491232	solute carrier family 39 (zinc transporter), member 14	SLC39A14	NM_015359 
212111_at	Hs.523855	syntaxin 12	STX12	NM_177424 
212112_s_at	Hs.523855	syntaxin 12	STX12	NM_177424 
212113_at	Hs.213541	hypothetical LOC552889	LOC552889	--- 
212114_at	Hs.213541	hypothetical LOC552889	LOC552889	--- 
212115_at	Hs.513261	chromosome 16 open reading frame 34	C16orf34	NM_144570 
212116_at	Hs.440382	ret finger protein	RFP	NM_006510 /// NM_030950 
212117_at	Hs.549125	ras homolog gene family, member Q	RHOQ	NM_012249 
212118_at	Hs.440382	ret finger protein	RFP	NM_006510 /// NM_030950 
212119_at	Hs.549125	ras homolog gene family, member Q	RHOQ	NM_012249 
212120_at	Hs.549125	Ras homolog gene family, member Q	RHOQ	NM_012249 
212121_at	Hs.438991	chromosome 10 open reading frame 61	C10orf61	NM_001013840 /// NM_015631 
212122_at	Hs.512381	ras homolog gene family, member Q /// similar to ARHQ protein	RHOQ /// LOC284988	NM_012249 /// XM_209429 
212123_at	Hs.438991	chromosome 10 open reading frame 61	C10orf61	NM_001013840 /// NM_015631 
212124_at	Hs.193118	retinoic acid induced 17	RAI17	NM_020338 
212125_at	Hs.183800	Ran GTPase activating protein 1	RANGAP1	NM_002883 
212126_at	Hs.349283	Chromobox homolog 5 (HP1 alpha homolog, Drosophila)	CBX5	NM_012117 
212127_at	Hs.183800	Ran GTPase activating protein 1	RANGAP1	NM_002883 
212128_s_at	Hs.76111	dystroglycan 1 (dystrophin-associated glycoprotein 1)	DAG1	NM_004393 
212129_at	Hs.370367	non imprinted in Prader-Willi/Angelman syndrome 2	NIPA2	NM_001008860 /// NM_001008892 /// NM_001008894 /// NM_030922 
212130_x_at	Hs.150580	eukaryotic translation initiation factor 1	EIF1	NM_005801 
212131_at	Hs.407368	family with sequence similarity 61, member A	FAM61A	NM_015578 
212132_at	Hs.407368	family with sequence similarity 61, member A	FAM61A	NM_015578 
212133_at	Hs.26704	Cytoplasmic FMR1 interacting protein 1	CYFIP1	NM_001033028 /// NM_014608 
212134_at	Hs.504062	pleckstrin homology-like domain, family B, member 1	PHLDB1	NM_015157 
212135_s_at	Hs.343522	ATPase, Ca++ transporting, plasma membrane 4	ATP2B4	NM_001001396 /// NM_001684 
212136_at	Hs.343522	ATPase, Ca++ transporting, plasma membrane 4	ATP2B4	NM_001001396 /// NM_001684 
212137_at	Hs.292078	La ribonucleoprotein domain family, member 1	LARP1	NM_015315 /// NM_033551 
212138_at	Hs.331431	SCC-112 protein	SCC-112	NM_015200 
212139_at	Hs.298716	GCN1 general control of amino-acid synthesis 1-like 1 (yeast)	GCN1L1	NM_006836 
212140_at	Hs.331431	SCC-112 protein	SCC-112	NM_015200 
212141_at	Hs.460184	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	MCM4	NM_005914 /// NM_182746 
212142_at	Hs.460184	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	MCM4	NM_005914 /// NM_182746 
212143_s_at	Hs.450230	insulin-like growth factor binding protein 3	IGFBP3	NM_000598 /// NM_001013398 
212144_at	Hs.517622	unc-84 homolog B (C. elegans)	UNC84B	NM_015374 
212145_at	Hs.482491	mitochondrial ribosomal protein S27	MRPS27	NM_015084 
212146_at	Hs.145049	pleckstrin homology domain containing, family M (with RUN domain) member 2	PLEKHM2	XM_290944 
212147_at	Hs.516837	Est1p-like protein B	EST1B	NM_015327 
212148_at	Hs.493096	Pre-B-cell leukemia transcription factor 1	PBX1	NM_002585 
212149_at	Hs.204564	KIAA0143 protein	KIAA0143	NM_015137 
212150_at	Hs.204564	KIAA0143 protein	KIAA0143	NM_015137 
212151_at	Hs.493096	Pre-B-cell leukemia transcription factor 1	PBX1	NM_002585 
212152_x_at	Hs.468972	AT rich interactive domain 1A (SWI- like)	ARID1A	NM_006015 /// NM_018450 /// NM_139135 
212153_at	Hs.489873	pogo transposable element with ZNF domain	POGZ	NM_015100 /// NM_145796 /// NM_207171 
212154_at	Hs.1501	syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan)	SDC2	NM_002998 
212155_at	Hs.356377	ring finger protein 187	RNF187	XM_047499 
212156_at	Hs.88025	vacuolar protein sorting 39 (yeast)	VPS39	NM_015289 
212157_at	Hs.1501	syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan)	SDC2	NM_002998 
212158_at	Hs.1501	syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan)	SDC2	NM_002998 
212159_x_at	Hs.19121	adaptor-related protein complex 2, alpha 2 subunit	AP2A2	NM_012305 
212160_at	Hs.85951	exportin, tRNA (nuclear export receptor for tRNAs)	XPOT	NM_007235 
212161_at	Hs.19121	adaptor-related protein complex 2, alpha 2 subunit	AP2A2	NM_012305 
212162_at	Hs.9873	kinase D-interacting substance of 220 kDa	KIDINS220	NM_020738 
212163_at	Hs.9873	kinase D-interacting substance of 220 kDa	KIDINS220	NM_020738 
212164_at	Hs.497443	chromosome 1 open reading frame 37	C1orf37	NM_138391 
212165_at	Hs.497443	chromosome 1 open reading frame 37	C1orf37	NM_138391 
212166_at	Hs.172685	exportin 7	XPO7	NM_015024 
212167_s_at	Hs.534350	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	SMARCB1	NM_001007468 /// NM_003073 
212168_at	---	RNA binding motif protein 12	RBM12	NM_006047 /// NM_152838 
212169_at	Hs.103934	FK506 binding protein 9, 63 kDa	FKBP9	NM_007270 
212170_at	---	RNA binding motif protein 12	RBM12	NM_006047 /// NM_152838 
212171_x_at	Hs.73793	vascular endothelial growth factor	VEGF	NM_001025366 /// NM_001025367 /// NM_001025368 /// NM_001025369 /// NM_001025370 /// NM_001033756 /// NM_003376 
212172_at	---	adenylate kinase 2	AK2	NM_001625 /// NM_013411 
212173_at	---	adenylate kinase 2	AK2	NM_001625 /// NM_013411 
212174_at	---	adenylate kinase 2	AK2	NM_001625 /// NM_013411 
